ew_model,r,mkk_tev,constraint_id,tag,severity,points,evaluated,active,failed,vetoed,veto_fraction
minimal_rs,0.05,1.0,T011,rigorous,HARD,9970,9970,9970,9970,9970,1.0
minimal_rs,0.05,1.0,T012,rigorous,HARD,9970,9970,9970,0,0,0.0
minimal_rs,0.05,1.0,T014,rigorous,HARD,9970,9970,9970,0,0,0.0
minimal_rs,0.05,2.0,B001,rigorous,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,B002,rigorous,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,B003,rigorous,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,B004,rigorous,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,B011,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,B012,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,B013,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,B014,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,B032,partial,INFO,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,B033,partial,INFO,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,B034,partial,INFO,9925,9925,9925,9925,0,0.0
minimal_rs,0.05,2.0,C001,rigorous,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,C002,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,C003,partial,INFO,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,CR001,proxy,HARD,9925,9925,9925,9925,9925,1.0
minimal_rs,0.05,2.0,CR002,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,CR003,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,CR004,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,CR007,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,CR008,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,CR010,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,CR012,proxy,HARD,9925,9925,9925,9925,9925,1.0
minimal_rs,0.05,2.0,CR013,proxy,HARD,9925,9925,9925,9925,9925,1.0
minimal_rs,0.05,2.0,E004,partial,INFO,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,E006,partial,INFO,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,E007,partial,INFO,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,E008,partial,INFO,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,E009,partial,INFO,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,EW001,proxy,HARD,9925,9925,9925,9925,9925,1.0
minimal_rs,0.05,2.0,EW003,partial,SOFT,9925,9925,9925,9925,0,0.0
minimal_rs,0.05,2.0,K001,rigorous,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,K002,rigorous,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,K003,partial,INFO,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,K013,partial,INFO,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,T001,partial,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,T002,partial,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,T003,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,T004,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,T005,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,T006,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,T007,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,T008,proxy,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,T010,rigorous,HARD,9925,9925,9925,9925,9925,1.0
minimal_rs,0.05,2.0,T011,rigorous,HARD,9925,9925,9925,9925,9925,1.0
minimal_rs,0.05,2.0,T012,rigorous,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,2.0,T014,rigorous,HARD,9925,9925,9925,0,0,0.0
minimal_rs,0.05,3.0,B001,rigorous,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,B002,rigorous,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,B003,rigorous,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,B004,rigorous,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,B011,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,B012,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,B013,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,B014,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,B032,partial,INFO,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,B033,partial,INFO,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,B034,partial,INFO,9843,9843,9843,9843,0,0.0
minimal_rs,0.05,3.0,C001,rigorous,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,C002,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,C003,partial,INFO,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,CR001,proxy,HARD,9843,9843,9843,9843,9843,1.0
minimal_rs,0.05,3.0,CR002,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,CR003,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,CR004,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,CR007,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,CR008,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,CR010,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,CR012,proxy,HARD,9843,9843,9843,9843,9843,1.0
minimal_rs,0.05,3.0,CR013,proxy,HARD,9843,9843,9843,9843,9843,1.0
minimal_rs,0.05,3.0,E004,partial,INFO,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,E006,partial,INFO,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,E007,partial,INFO,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,E008,partial,INFO,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,E009,partial,INFO,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,EW001,proxy,HARD,9843,9843,9843,9843,9843,1.0
minimal_rs,0.05,3.0,EW003,partial,SOFT,9843,9843,9843,9843,0,0.0
minimal_rs,0.05,3.0,K001,rigorous,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,K002,rigorous,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,K003,partial,INFO,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,K013,partial,INFO,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T001,partial,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T002,partial,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T003,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T004,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T005,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T006,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T007,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T008,proxy,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T010,rigorous,HARD,9843,9843,9843,9843,9843,1.0
minimal_rs,0.05,3.0,T011,rigorous,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T012,rigorous,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,3.0,T014,rigorous,HARD,9843,9843,9843,0,0,0.0
minimal_rs,0.05,5.0,B001,rigorous,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,B002,rigorous,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,B003,rigorous,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,B004,rigorous,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,B011,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,B012,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,B013,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,B014,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,B032,partial,INFO,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,B033,partial,INFO,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,B034,partial,INFO,9783,9783,9783,9783,0,0.0
minimal_rs,0.05,5.0,C001,rigorous,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,C002,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,C003,partial,INFO,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,CR001,proxy,HARD,9783,9783,9783,9783,9783,1.0
minimal_rs,0.05,5.0,CR002,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,CR003,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,CR004,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,CR007,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,CR008,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,CR010,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,CR012,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,CR013,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,E004,partial,INFO,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,E006,partial,INFO,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,E007,partial,INFO,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,E008,partial,INFO,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,E009,partial,INFO,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,EW001,proxy,HARD,9783,9783,9783,9783,9783,1.0
minimal_rs,0.05,5.0,EW003,partial,SOFT,9783,9783,9783,9783,0,0.0
minimal_rs,0.05,5.0,K001,rigorous,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,K002,rigorous,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,K003,partial,INFO,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,K013,partial,INFO,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T001,partial,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T002,partial,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T003,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T004,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T005,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T006,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T007,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T008,proxy,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T010,rigorous,HARD,9783,9783,9783,9783,9783,1.0
minimal_rs,0.05,5.0,T011,rigorous,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T012,rigorous,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,5.0,T014,rigorous,HARD,9783,9783,9783,0,0,0.0
minimal_rs,0.05,7.0,B001,rigorous,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,B002,rigorous,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,B003,rigorous,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,B004,rigorous,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,B011,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,B012,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,B013,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,B014,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,B032,partial,INFO,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,B033,partial,INFO,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,B034,partial,INFO,9722,9722,9722,9722,0,0.0
minimal_rs,0.05,7.0,C001,rigorous,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,C002,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,C003,partial,INFO,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,CR001,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,CR002,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,CR003,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,CR004,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,CR007,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,CR008,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,CR010,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,CR012,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,CR013,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,E004,partial,INFO,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,E006,partial,INFO,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,E007,partial,INFO,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,E008,partial,INFO,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,E009,partial,INFO,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,EW001,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,EW003,partial,SOFT,9722,9722,9722,9722,0,0.0
minimal_rs,0.05,7.0,K001,rigorous,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,K002,rigorous,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,K003,partial,INFO,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,K013,partial,INFO,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T001,partial,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T002,partial,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T003,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T004,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T005,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T006,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T007,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T008,proxy,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T010,rigorous,HARD,9722,9722,9722,9722,9722,1.0
minimal_rs,0.05,7.0,T011,rigorous,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T012,rigorous,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,7.0,T014,rigorous,HARD,9722,9722,9722,0,0,0.0
minimal_rs,0.05,10.0,B001,rigorous,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,B002,rigorous,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,B003,rigorous,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,B004,rigorous,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,B011,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,B012,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,B013,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,B014,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,B032,partial,INFO,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,B033,partial,INFO,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,B034,partial,INFO,9661,9661,9661,9661,0,0.0
minimal_rs,0.05,10.0,C001,rigorous,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,C002,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,C003,partial,INFO,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,CR001,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,CR002,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,CR003,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,CR004,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,CR007,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,CR008,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,CR010,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,CR012,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,CR013,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,E004,partial,INFO,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,E006,partial,INFO,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,E007,partial,INFO,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,E008,partial,INFO,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,E009,partial,INFO,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,EW001,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,EW003,partial,SOFT,9661,9661,9661,9661,0,0.0
minimal_rs,0.05,10.0,K001,rigorous,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,K002,rigorous,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,K003,partial,INFO,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,K013,partial,INFO,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T001,partial,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T002,partial,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T003,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T004,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T005,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T006,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T007,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T008,proxy,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T010,rigorous,HARD,9661,9661,9661,9661,9661,1.0
minimal_rs,0.05,10.0,T011,rigorous,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T012,rigorous,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,10.0,T014,rigorous,HARD,9661,9661,9661,0,0,0.0
minimal_rs,0.05,15.0,B001,rigorous,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,B002,rigorous,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,B003,rigorous,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,B004,rigorous,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,B011,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,B012,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,B013,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,B014,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,B032,partial,INFO,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,B033,partial,INFO,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,B034,partial,INFO,9483,9483,9483,9483,0,0.0
minimal_rs,0.05,15.0,C001,rigorous,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,C002,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,C003,partial,INFO,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,CR001,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,CR002,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,CR003,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,CR004,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,CR007,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,CR008,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,CR010,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,CR012,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,CR013,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,E004,partial,INFO,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,E006,partial,INFO,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,E007,partial,INFO,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,E008,partial,INFO,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,E009,partial,INFO,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,EW001,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,EW003,partial,SOFT,9483,9483,9483,9483,0,0.0
minimal_rs,0.05,15.0,K001,rigorous,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,K002,rigorous,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,K003,partial,INFO,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,K013,partial,INFO,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T001,partial,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T002,partial,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T003,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T004,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T005,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T006,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T007,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T008,proxy,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T010,rigorous,HARD,9483,9483,9483,9483,9483,1.0
minimal_rs,0.05,15.0,T011,rigorous,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T012,rigorous,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,15.0,T014,rigorous,HARD,9483,9483,9483,0,0,0.0
minimal_rs,0.05,20.0,B001,rigorous,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,B002,rigorous,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,B003,rigorous,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,B004,rigorous,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,B011,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,B012,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,B013,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,B014,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,B032,partial,INFO,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,B033,partial,INFO,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,B034,partial,INFO,9490,9490,9490,9490,0,0.0
minimal_rs,0.05,20.0,C001,rigorous,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,C002,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,C003,partial,INFO,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,CR001,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,CR002,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,CR003,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,CR004,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,CR007,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,CR008,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,CR010,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,CR012,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,CR013,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,E004,partial,INFO,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,E006,partial,INFO,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,E007,partial,INFO,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,E008,partial,INFO,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,E009,partial,INFO,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,EW001,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,EW003,partial,SOFT,9490,9490,9490,9490,0,0.0
minimal_rs,0.05,20.0,K001,rigorous,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,K002,rigorous,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,K003,partial,INFO,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,K013,partial,INFO,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,T001,partial,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,T002,partial,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,T003,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,T004,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,T005,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,T006,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,T007,proxy,HARD,9490,9490,9490,0,0,0.0
minimal_rs,0.05,20.0,T008,proxy,HARD,9490,9490,9490,0,0,0.0
